Site;Rate;H Error;Slope;Elevation;LC;CW;Area
16.0;182.0;0.170593776057579;0.028223;29.454;1725.0;2.3301;81242000.0
16.0;365.0;0.2097726621222561;0.028223;29.454;1725.0;2.3301;81242000.0
16.0;730.0;0.2551800239400359;0.028223;29.454;1725.0;2.3301;81242000.0
16.0;3652.0;0.3146286910434445;0.028223;29.454;1725.0;2.3301;81242000.0
17.0;1.0;0.0;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;2.0;0.0036195277470909;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;7.0;0.0154406150457085;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;30.0;0.0413325160789286;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;90.0;0.1067295865950587;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;182.0;0.1967703504900904;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;365.0;0.2335533325873067;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;730.0;0.2945531520453903;0.0094464;30.539;1575.0;2.4613;61779000.0
17.0;3652.0;0.360705584925762;0.0094464;30.539;1575.0;2.4613;61779000.0
18.0;1.0;0.0;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;2.0;0.0016343316961933;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;7.0;0.005121275722781;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;30.0;0.013022431319224;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;90.0;0.0274766933281444;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;182.0;0.0455999859724022;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;365.0;0.0481160170316837;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;730.0;0.0497953805544372;0.020719;6.3567;1425.0;2.2444;10912000.0
18.0;3652.0;0.0515095706017609;0.020719;6.3567;1425.0;2.2444;10912000.0
19.0;1.0;0.0;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;2.0;0.0072548607901231;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;7.0;0.0313874267323508;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;30.0;0.0866235149493999;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;90.0;0.2019039969055668;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;182.0;0.3536643637347382;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;365.0;0.4183549524657499;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;730.0;0.4604984753848192;0.0081185;2.4609;1725.0;2.6646;42446000.0
19.0;3652.0;0.4840729088696178;0.0081185;2.4609;1725.0;2.6646;42446000.0
20.0;1.0;0.0;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;2.0;0.0029849962343305;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;7.0;0.012403614336042;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;30.0;0.0363035232843364;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;90.0;0.0939738204160915;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;182.0;0.1580830569715796;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;365.0;0.1939241683831579;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;730.0;0.2536156515933963;0.01503;11.743;1575.0;2.6242;36844000.0
20.0;3652.0;0.3341612039576478;0.01503;11.743;1575.0;2.6242;36844000.0
21.0;1.0;0.0;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;2.0;0.0035131589647779;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;7.0;0.0149255446543165;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;30.0;0.0354389533967742;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;90.0;0.0986127877393275;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;182.0;0.2030774731975679;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;365.0;0.2486389168180759;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;730.0;0.3009557777986608;0.033795;45.292;1350.0;2.4379;38571000.0
21.0;3652.0;0.359974227568413;0.033795;45.292;1350.0;2.4379;38571000.0
22.0;1.0;0.0;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;2.0;0.0025623977304338;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;7.0;0.0102307056616175;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;30.0;0.026952018249273;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;90.0;0.0665826349200478;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;182.0;0.1331744246574456;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;365.0;0.159802943245865;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;730.0;0.2160474341072332;0.0096528;32.229;1500.0;2.1629;67568000.0
22.0;3652.0;0.2821658600269947;0.0096528;32.229;1500.0;2.1629;67568000.0
23.0;1.0;0.0;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;2.0;0.0042627925995811;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;7.0;0.0205161496721075;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;30.0;0.0601751122032808;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;90.0;0.1655578430692754;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;182.0;0.3272893303727391;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;365.0;0.3934913033998186;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;730.0;0.4658165624744712;0.073487;13.12;1575.0;1.5577;3273800.0
23.0;3652.0;0.5528061260026178;0.073487;13.12;1575.0;1.5577;3273800.0
24.0;1.0;0.0;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;2.0;0.0024067949762981;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;7.0;0.011770072135544;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;30.0;0.0306645078478985;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;90.0;0.101023784559261;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;182.0;0.260205628970361;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;365.0;0.3600814737994693;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;730.0;0.5264062859373333;0.038199;5.6431;2700.0;4.04;3735000.0
24.0;3652.0;0.6827578327244789;0.038199;5.6431;2700.0;4.04;3735000.0
25.0;1.0;0.0;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;2.0;0.0027349948639427;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;7.0;0.0113878859696152;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;30.0;0.0289246948751953;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;90.0;0.0734978659430122;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;182.0;0.137609810009888;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;365.0;0.1586114600447141;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;730.0;0.1940339436318247;0.02218;48.571;1350.0;1.8653;59490000.0
25.0;3652.0;0.2399666736275057;0.02218;48.571;1350.0;1.8653;59490000.0
27.0;1.0;0.0;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;2.0;0.0038632200348545;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;7.0;0.0167692720000393;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;30.0;0.0493077354091983;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;90.0;0.1184679900139628;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;182.0;0.1933872963131468;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;365.0;0.2420824054153631;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;730.0;0.3365885671267685;0.014051;16.678;1725.0;2.7998;74036000.0
27.0;3652.0;0.4808045723297416;0.014051;16.678;1725.0;2.7998;74036000.0
28.0;1.0;0.0;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;2.0;0.004606022446235;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;7.0;0.0195617896314203;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;30.0;0.056126814949097;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;90.0;0.1550749403945858;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;182.0;0.266160749072908;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;365.0;0.3230017153258779;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;730.0;0.4079307738773825;0.01485;11.186;1725.0;2.8374;22202000.0
28.0;3652.0;0.5555097219092765;0.01485;11.186;1725.0;2.8374;22202000.0
29.0;1.0;0.0;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;2.0;0.0046567319144672;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;7.0;0.017704189066114;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;30.0;0.0532782227856177;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;90.0;0.098923572533551;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;182.0;0.1766235976068475;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;365.0;0.1971545989174654;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;730.0;0.2433264378162048;0.0053882;3.0773;1650.0;2.1762;52942000.0
29.0;3652.0;0.2301542255238992;0.0053882;3.0773;1650.0;2.1762;52942000.0
30.0;1.0;0.0;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;2.0;0.0022608700745166;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;7.0;0.0081883475743393;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;30.0;0.0218219316716011;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;90.0;0.0470231990120249;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;182.0;0.0830117928014303;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;365.0;0.0943415440641389;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;730.0;0.1194789148185668;0.0094;7.9139;1800.0;2.0684;46513000.0
30.0;3652.0;0.168161841624186;0.0094;7.9139;1800.0;2.0684;46513000.0
